05/29/09 01:34:19 classRpmEngine failed to add to transaction  /var/cache/axtu/updates-released/packages/glibc-2.5-34.1AXS3.i686.rpm
05/29/09 01:34:19 classRpmEngine 	libm.so.6()(64bit) is needed by audit-1.7.7-6AXS3.x86_64
05/29/09 01:34:19 classRpmEngine 	libm.so.6(GLIBC_2.2.5)(64bit) is needed by audit-1.7.7-6AXS3.x86_64
05/29/09 01:34:19 classRpmEngine 	libnsl.so.1()(64bit) is needed by audit-1.7.7-6AXS3.x86_64
05/29/09 01:34:19 classRpmEngine 	libpthread.so.0()(64bit) is needed by audit-1.7.7-6AXS3.x86_64
05/29/09 01:34:19 classRpmEngine 	libpthread.so.0(GLIBC_2.2.5)(64bit) is needed by audit-1.7.7-6AXS3.x86_64
05/29/09 01:34:19 classRpmEngine 	libpthread.so.0(GLIBC_2.3.2)(64bit) is needed by audit-1.7.7-6AXS3.x86_64
05/29/09 01:34:19 classRpmEngine 	librt.so.1()(64bit) is needed by audit-1.7.7-6AXS3.x86_64
05/29/09 01:34:19 classRpmEngine 	librt.so.1(GLIBC_2.2.5)(64bit) is needed by audit-1.7.7-6AXS3.x86_64
05/29/09 01:34:19 classRpmEngine 	libc.so.6()(64bit) is needed by audit-libs-1.7.7-6AXS3.x86_64
05/29/09 01:34:19 classRpmEngine 	libc.so.6(GLIBC_2.2.5)(64bit) is needed by audit-libs-1.7.7-6AXS3.x86_64
05/29/09 01:34:19 classRpmEngine 	libc.so.6(GLIBC_2.3)(64bit) is needed by audit-libs-1.7.7-6AXS3.x86_64
05/29/09 01:34:19 classRpmEngine 	libc.so.6(GLIBC_2.3.4)(64bit) is needed by audit-libs-1.7.7-6AXS3.x86_64
05/29/09 01:34:19 classRpmEngine 	libc.so.6(GLIBC_2.4)(64bit) is needed by audit-libs-1.7.7-6AXS3.x86_64
05/29/09 01:34:19 classRpmEngine 	libc.so.6()(64bit) is needed by audit-libs-python-1.7.7-6AXS3.x86_64
05/29/09 01:34:19 classRpmEngine 	libc.so.6(GLIBC_2.2.5)(64bit) is needed by audit-libs-python-1.7.7-6AXS3.x86_64
05/29/09 01:34:19 classRpmEngine 	libc.so.6(GLIBC_2.3.4)(64bit) is needed by audit-libs-python-1.7.7-6AXS3.x86_64
05/29/09 01:34:19 classRpmEngine 	libc.so.6(GLIBC_2.4)(64bit) is needed by audit-libs-python-1.7.7-6AXS3.x86_64
05/29/09 01:34:19 classRpmEngine 	libc.so.6()(64bit) is needed by authconfig-5.3.21-5.2AXS3.x86_64
05/29/09 01:34:19 classRpmEngine 	libc.so.6(GLIBC_2.2.5)(64bit) is needed by authconfig-5.3.21-5.2AXS3.x86_64
05/29/09 01:34:19 classRpmEngine 	libresolv.so.2()(64bit) is needed by authconfig-5.3.21-5.2AXS3.x86_64
05/29/09 01:34:19 classRpmEngine 	libresolv.so.2(GLIBC_2.2.5)(64bit) is needed by authconfig-5.3.21-5.2AXS3.x86_64
05/29/09 01:34:19 classRpmEngine 	libc.so.6()(64bit) is needed by autofs-5.0.1-0.rc2.102.x86_64
05/29/09 01:34:19 classRpmEngine 	libc.so.6(GLIBC_2.2.5)(64bit) is needed by autofs-5.0.1-0.rc2.102.x86_64
05/29/09 01:34:19 classRpmEngine 	libc.so.6(GLIBC_2.3)(64bit) is needed by autofs-5.0.1-0.rc2.102.x86_64
05/29/09 01:34:19 classRpmEngine 	libc.so.6(GLIBC_2.3.2)(64bit) is needed by autofs-5.0.1-0.rc2.102.x86_64
05/29/09 01:34:19 classRpmEngine 	libc.so.6(GLIBC_2.3.4)(64bit) is needed by autofs-5.0.1-0.rc2.102.x86_64
05/29/09 01:34:19 classRpmEngine 	libc.so.6(GLIBC_2.4)(64bit) is needed by autofs-5.0.1-0.rc2.102.x86_64
05/29/09 01:34:19 classRpmEngine 	libdl.so.2()(64bit) is needed by autofs-5.0.1-0.rc2.102.x86_64
05/29/09 01:34:19 classRpmEngine 	libdl.so.2(GLIBC_2.2.5)(64bit) is needed by autofs-5.0.1-0.rc2.102.x86_64
05/29/09 01:34:19 classRpmEngine 	libm.so.6()(64bit) is needed by autofs-5.0.1-0.rc2.102.x86_64
05/29/09 01:34:19 classRpmEngine 	libnsl.so.1()(64bit) is needed by autofs-5.0.1-0.rc2.102.x86_64
05/29/09 01:34:19 classRpmEngine 	libnsl.so.1(GLIBC_2.2.5)(64bit) is needed by autofs-5.0.1-0.rc2.102.x86_64
05/29/09 01:34:19 classRpmEngine 	libpthread.so.0()(64bit) is needed by autofs-5.0.1-0.rc2.102.x86_64
05/29/09 01:34:19 classRpmEngine 	libpthread.so.0(GLIBC_2.2.5)(64bit) is needed by autofs-5.0.1-0.rc2.102.x86_64
05/29/09 01:34:19 classRpmEngine 	libpthread.so.0(GLIBC_2.3.2)(64bit) is needed by autofs-5.0.1-0.rc2.102.x86_64
05/29/09 01:34:19 classRpmEngine 	libresolv.so.2()(64bit) is needed by autofs-5.0.1-0.rc2.102.x86_64
